prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
"dark semi-formal casual look, no rules, just the vibe I live in",casual,semi-formal,no_constraint,dark,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
neutral semi-formal casual look that's polished enough for anywhere,casual,semi-formal,no_constraint,neutral,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
soft casual everyday look for a day off I want to savour,casual,casual,understated,soft,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
bright casual look for a spontaneous friend catch-up that turns into a whole day,casual,casual,understated,bright,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
dark casual look for a girl whose default is always slightly underdressed on purpose,casual,casual,understated,dark,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"neutral casual look for a slow day, nothing to prove, just existing nicely",casual,casual,understated,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold soft casual look, playful and confident for a girl who loves colour",casual,casual,bold,soft,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bold bright everyday casual look, I want my outfit to match my energy",casual,casual,bold,bright,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"bold dark casual look, my vibe is intense even when I'm doing nothing",casual,casual,bold,dark,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral everyday casual look, I like interesting shapes in quiet colours",casual,casual,bold,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"soft casual look with zero constraints, dressing for joy not for anyone else",casual,casual,no_constraint,soft,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
bright casual look for a spontaneous summer day with no plan,casual,casual,no_constraint,bright,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",heldout,original
"dark casual look, completely unconstrained, just me and my wardrobe",casual,casual,no_constraint,dark,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"neutral casual look, simple and considered, the most me I know how to be",casual,casual,no_constraint,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",heldout,original
formal elevated casual look for a girl who believes every day is an event,casual,formal,understated,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"bright elevated everyday look, I dress formally even for a trip to the corner shop",casual,formal,bold,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
dark formal everyday look with no agenda other than looking extraordinary,casual,formal,no_constraint,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
neutral formal casual look for a girl with a very personal relationship with getting dressed,casual,formal,understated,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold soft semi-formal everyday look that makes strangers on the street take notice,casual,semi-formal,bold,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright semi-formal casual look for a girl who always overdresses and has no regrets,casual,semi-formal,no_constraint,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"dark semi-formal casual look, dressed up with nowhere to go and loving it",casual,semi-formal,understated,dark,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",heldout,original
"neutral semi-formal casual look, refined and considered for a completely ordinary day",casual,semi-formal,bold,neutral,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
soft everyday casual look for a girl who curates even her most relaxed days,casual,casual,understated,soft,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
bright casual look for a day I want my outfit to do the talking,casual,casual,no_constraint,bright,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",heldout,original
"dark casual everyday look, I dress in all dark tones and it suits me perfectly",casual,casual,bold,dark,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"neutral casual everyday look, the cleanest most considered version of nothing special",casual,casual,understated,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"formal first date at a private dining experience, the stakes are extremely high",date,formal,understated,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"formal date to a champagne bar, I want to look like I belong in expensive places",date,formal,understated,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"formal date at a theatre where we have good seats, need to dress for the occasion",date,formal,understated,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
formal dinner date where I know he's nervous and I want to put him at ease while also being stunning,date,formal,understated,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold romantic formal date look, soft and feminine and completely intentional",date,formal,bold,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",heldout,original
"bright bold formal date, summer evening dinner and I want to be radiant",date,formal,bold,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"dark dramatic formal date look, I want to be mysterious and beautiful",date,formal,bold,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
"bold structured formal date look, power and elegance in neutral tones",date,formal,bold,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal date where I have no idea what to expect so the look needs to do everything,date,formal,no_constraint,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
formal date that could be the beginning of something and I need to dress accordingly,date,formal,no_constraint,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"formal dark date look with something surprising, I don't want to be predictable",date,formal,no_constraint,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
formal date in neutrals that feels intentional and personal not just safe,date,formal,no_constraint,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal date at a tasting menu restaurant, need to look like I appreciate nice things",date,semi-formal,understated,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal sunny afternoon date at a beach restaurant, breezy and romantic",date,semi-formal,understated,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal evening date, cocktails then dinner, dark and polished",date,semi-formal,understated,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"semi-formal date at a nice hotel bar, sophisticated and relaxed at the same time",date,semi-formal,understated,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold soft semi-formal date look, I want to feel irresistible without looking like I tried",date,semi-formal,bold,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bold bright semi-formal date look for a summer evening with a lot of potential,date,semi-formal,bold,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"bold dark semi-formal date look, I want to be magnetic and a little intense",date,semi-formal,bold,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
"bold semi-formal date look in neutrals, confident and striking and effortless",date,semi-formal,bold,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal date look that feels exactly like me, no performance just presence",date,semi-formal,no_constraint,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal date look that's bright and open, I want to seem like a good time",date,semi-formal,no_constraint,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal dark date look, I want to intrigue him without trying to",date,semi-formal,no_constraint,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
semi-formal neutral date look that says I have taste and also personality,date,semi-formal,no_constraint,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"casual date at an indoor climbing wall, sporty but still clearly made an effort",date,casual,understated,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"casual first date at a beach, pretty and practical, salt and sandals",date,casual,understated,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"casual date at a late night ramen place, cool and low key",date,casual,understated,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
casual neutral date look for someone who finds me interesting and I want to stay that way,date,casual,understated,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold casual date look that says I always dress like this and it's not for you specifically,date,casual,bold,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright bold casual date look for a girl who treats every date like a celebration,date,casual,bold,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"bold dark casual date look, I dress like this anyway and he can take it or leave it",date,casual,bold,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
bold neutral casual date look that's confident and grounded and entirely mine,date,casual,bold,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"casual date look in soft tones, no rules, just want to feel like myself and be liked for it",date,casual,no_constraint,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"casual bright date look with no agenda, natural and happy",date,casual,no_constraint,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"dark casual date look, completely free, I know what works for me",date,casual,no_constraint,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
"neutral casual date look with no constraints, I want to look like the best version of my normal self",date,casual,no_constraint,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
formal elevated everyday casual look for a girl who finds joy in dressing well,casual,formal,understated,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"bright formal everyday look, elevated and intentional for a completely regular day",casual,formal,bold,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"dark formal casual everyday look, I take personal style as seriously as anything else",casual,formal,no_constraint,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"neutral formal casual look, the kind that looks effortless and took real thought",casual,formal,understated,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
soft semi-formal casual look for a day off that might turn into something,casual,semi-formal,bold,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
